date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:35	2499/2499	---MCZ	200	added ('OK')	application/javascript	etag:W/%2240f2a6e48bcecbbbf5d2882b194bb6fc%22	https://thewhisperer.io/_next/static/chunks/app/page-19aa4a11da0f7f68.js	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/chunks/app/page-19aa4a11da0f7f68.js	(from https://thewhisperer.io/)
09:38:35	12777/12777	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eda9d8463d77549f421c4f9b2918417e%22	https://thewhisperer.io/_next/static/chunks/113-b0f82a86792b9444.js	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/chunks/113-b0f82a86792b9444.js	(from https://thewhisperer.io/)
09:38:35	1961/1961	---MCZ	200	added ('OK')	application/javascript	etag:W/%2206c3f41ecd3b0583f4a59ad3ca7d565b%22	https://thewhisperer.io/_next/static/chunks/app/layout-13371fd1795d067d.js	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/chunks/app/layout-13371fd1795d067d.js	(from https://thewhisperer.io/)
09:38:35	25931/25931	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225924136d031d7518c77f1ea2028c86ab%22	https://thewhisperer.io/favicon.ico	C:/My%20Web%20Sites/whisper/thewhisperer.io/favicon.ico	(from https://thewhisperer.io/)
09:38:36	91381/91381	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b69899c59104df59d196f3ab1cbd0083%22	https://thewhisperer.io/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js	(from https://thewhisperer.io/)
09:38:36	178475/178475	---M--	200	added ('OK')	image/jpeg	etag:%220427191ed670afae5e7972c81957d621%22	https://thewhisperer.io/_next/image?url=%2Fassets%2Fbackgrounds%2Fcolumn-left.jpg&w=3840&q=75	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/column-left47ce.jpg	(from https://thewhisperer.io/)
09:38:36	150482/150482	---M--	200	added ('OK')	image/webp	etag:%221a46ce6769317c852125a31afd09aa54%22	https://thewhisperer.io/_next/image?url=%2Fassets%2Fbackgrounds%2Ftop.webp&w=3840&q=75	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/topf84f.webp	(from https://thewhisperer.io/)
09:38:36	25962/25962	---M--	200	added ('OK')	image/webp	etag:%2288ab501fd6c7f1c04652b58a9505d5e1%22	https://thewhisperer.io/_next/image?url=%2Fassets%2Fbackgrounds%2Fbottom.webp&w=3840&q=75	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/bottom34fd.webp	(from https://thewhisperer.io/)
09:38:37	178475/178475	---M--	200	added ('OK')	image/jpeg	etag:%220427191ed670afae5e7972c81957d621%22	https://thewhisperer.io/_next/image?url=%2Fassets%2Fbackgrounds%2Fcolumn-right.jpg&w=3840&q=75	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/column-rightdb71.jpg	(from https://thewhisperer.io/)
09:38:37	25908/25908	---M--	200	added ('OK')	font/woff2	etag:%2236dc2cc5faa772496f9f2d66c3bdc78b%22	https://thewhisperer.io/_next/static/media/55c55f0601d81cf3-s.woff2	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/media/55c55f0601d81cf3-s.woff2	(from https://thewhisperer.io/_next/static/css/25528bc0a25175a9.css)
09:38:38	18820/18820	---M--	200	added ('OK')	font/woff2	etag:%221c3c264f3a97d751cd00dd85150c9556%22	https://thewhisperer.io/_next/static/media/26a46d62cd723877-s.woff2	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/media/26a46d62cd723877-s.woff2	(from https://thewhisperer.io/_next/static/css/25528bc0a25175a9.css)
09:38:38	11220/11220	---M--	200	added ('OK')	font/woff2	etag:%227dd4f045481b95b7b403240f5f7d9907%22	https://thewhisperer.io/_next/static/media/97e0cb1ae144a2a9-s.woff2	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/media/97e0cb1ae144a2a9-s.woff2	(from https://thewhisperer.io/_next/static/css/25528bc0a25175a9.css)
09:38:38	19072/19072	---M--	200	added ('OK')	font/woff2	etag:%22b76aa2ff0502d66c99e2af713d9215a4%22	https://thewhisperer.io/_next/static/media/581909926a08bbc8-s.woff2	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/media/581909926a08bbc8-s.woff2	(from https://thewhisperer.io/_next/static/css/25528bc0a25175a9.css)
09:38:39	10280/10280	---M--	200	added ('OK')	font/woff2	etag:%22d94807afa2f138697365a8bb35788563%22	https://thewhisperer.io/_next/static/media/df0a9ae256c0569c-s.woff2	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/media/df0a9ae256c0569c-s.woff2	(from https://thewhisperer.io/_next/static/css/25528bc0a25175a9.css)
09:38:39	74316/74316	---M--	200	added ('OK')	font/woff2	etag:%2215bd3fa577e21c8a300c9659dd346bd5%22	https://thewhisperer.io/_next/static/media/6d93bde91c0c2823-s.woff2	C:/My%20Web%20Sites/whisper/thewhisperer.io/_next/static/media/6d93bde91c0c2823-s.woff2	(from https://thewhisperer.io/_next/static/css/25528bc0a25175a9.css)
09:38:39	55492/55492	---MCZ	200	added ('OK')	font/ttf	etag:W/%22588a0298d6e9dd734b5f45520ae92935%22	https://thewhisperer.io/fonts/instructions/Instructions.ttf	C:/My%20Web%20Sites/whisper/thewhisperer.io/fonts/instructions/Instructions.ttf	(from https://thewhisperer.io/_next/static/css/25528bc0a25175a9.css)
